Question,Tag
A program on machine X attempts to open a UDP connection to port 5376 on a machine Y and a TCP connection to port 8632 on machine Z However there are no applications listening at the corresponding ports on Y and Z An ICMP Port Unreachable error will be generated by Y but not Z Z but not Y Neither Y nor Z Both Y and Z ,Udp
Consider socket API on a Linux machine that supports connected UDP sockets A connected UDP socket is a UDP socket on which connect function has already been called Which of the following statements is are CORRECT A connected UDP socket can be used to communicate with multiple peers simultaneously A process can successfully call connect function again for an already connected UDP socket I only II only Both I and II Neither I nor II  ,Udp
Suppose you break a stick of unit length at a point chosen uniformly at random Then the expected length of the shorter stick is ________ ,Uniform Distribution
A point is randomly selected with uniform probability in the X Y plane within the rectangle with  corners at 0 0 1 0 1 2 and 0 2 If p is the length of the position vector of the point the  expected value of p 2 is left dfrac 2 3 right quad 1 left dfrac 4 3 right left dfrac 5 3 right ,Uniform Distribution
Suppose you break a stick of unit length at a point chosen uniformly at random Then the expected length of the shorter stick is ________ ,Uniform Distribution
A point is randomly selected with uniform probability in the X Y plane within the rectangle with  corners at 0 0 1 0 1 2 and 0 2 If p is the length of the position vector of the point the  expected value of p 2 is left dfrac 2 3 right quad 1 left dfrac 4 3 right left dfrac 5 3 right ,Uniform Distribution
A point is randomly selected with uniform probability in the X Y plane within the rectangle with  corners at 0 0 1 0 1 2 and 0 2 If p is the length of the position vector of the point the  expected value of p 2 is left dfrac 2 3 right quad 1 left dfrac 4 3 right left dfrac 5 3 right ,Uniform Distribution
Consider a selection of the form sigma_ A leq 100 r where r is a relation with 1000 tuples Assume that the attribute values for A among the tuples are uniformly distributed in the interval 0 500 Which one of the following options is the best estimate of the number of tuples returned by the given selection query 50 100 150 200 ,Uniform Distribution
Suppose you break a stick of unit length at a point chosen uniformly at random Then the expected length of the shorter stick is ________ ,Uniform Distribution
A point is randomly selected with uniform probability in the X Y plane within the rectangle with  corners at 0 0 1 0 1 2 and 0 2 If p is the length of the position vector of the point the  expected value of p 2 is left dfrac 2 3 right quad 1 left dfrac 4 3 right left dfrac 5 3 right ,Uniform Distribution
